name,phone,city,district,taluka,category,address,rating,reviews,website,maps_link,whatsappStatus,contactedAt,lastMessage,notes
Vision Coaching Institute,9150412412,Akole,Ahmednagar,Akole,JEE Coaching,"Gunjal Plaza, New, Navin Nagar Rd, Vidhyanagar, Sangamner, Maharashtra 422605",4.8,141,,"https://www.google.com/maps/place/Vision+Coaching+Institute/@19.5728461,74.2123158,17z/data=!3m1!4b1!4m6!3m5!1s0x3bdd0189e9678f75:0xf4603e838cdf44ab!8m2!3d19.5728461!4d74.2123158!16s%2Fg%2F11p0z6db0f?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
4d,9156193402,Akola,Akola,,1st to 12th classes,"Satav Chowk Rd, Panchavati Nagari, Jatharpeth, Akola, Maharashtra 444005",4.5,124,,https://www.google.com/maps/place/4D+-+Gurukul/data=!4m7!3m6!1s0x3bd72e0400000001:0x448d972b0058c9f0!8m2!3d20.718837!4d77.0151753!16s%2Fg%2F11t1k0ln05!19sChIJAQAAAAQu1zsR8MlYACuXjUQ?authuser=0&hl=en&rclk=1,not_contacted,,,
Abhay Mankar Sir's Aim Coaching Classes,8087960606,Akola,Akola,,1st to 12th classes,"near New Jain Mandir, behind Siddhivinayak Mandir, Shastri Nagar, Akola, Maharashtra 444001",4.9,264,,https://www.google.com/maps/place/Abhay+Mankar+Sir%27s+Aim+Coaching+Classes/data=!4m7!3m6!1s0x3bd72f12d19ff871:0xe6cb455fd6c51056!8m2!3d20.7052077!4d77.0150659!16s%2Fg%2F11r9tyhl8j!19sChIJcfif0RIv1zsRVhDF1l9Fy-Y?authuser=0&hl=en&rclk=1,not_contacted,,,
Advait Music Academy Akola,9172284743,Akola,Akola,,Music classes,"Rautwadi , Mohite Plot, Ashirwad Building, near Hanuman Temple, near Mukherjee Banglow, Chhoti Umari, Akola, Maharashtra 444005",5.0,101,,"https://www.google.com/maps/place/ADVAIT+MUSIC+ACADEMY+,+AKOLA/data=!4m7!3m6!1s0x3bd72f3f9540b0cf:0xdbb267045be01481!8m2!3d20.713617!4d77.01922!16s%2Fg%2F11smgs9x_2!19sChIJz7BAlT8v1zsRgRTgWwRnsts?authuser=0&hl=en&rclk=1",not_contacted,,,
Ajay Kute Academy,9823651265,Akola,Akola,,1st to 12th classes,"Behind Akola Akashawani Kendra, Shastri Nagar, Akola, Maharashtra 444001",4.5,305,,https://www.google.com/maps/place/Ajay+Kute+Academy/data=!4m7!3m6!1s0x3bd72f0e5737f7a5:0x79b9aa90d28ad2e9!8m2!3d20.7043398!4d77.011985!16s%2Fg%2F11g0sqszyj!19sChIJpfc3Vw4v1zsR6dKK0pCquXk?authuser=0&hl=en&rclk=1,not_contacted,,,
Ali Sir's Bond Career Institute,9827422145,Akola,Akola,,NEET coaching,"Ranpise Nagar, Akola, Maharashtra 444001",4.6,43,,https://www.google.com/maps/place/Ali+Sir%27s+BOND+CAREER+INSTITUTE/data=!4m7!3m6!1s0x3bd72ff45b5c0a3d:0xe5e6e71387434983!8m2!3d20.7094248!4d77.0171285!16s%2Fg%2F11gr31s0cb!19sChIJPQpcW_Qv1zsRg0lDhxPn5uU?authuser=0&hl=en&rclk=1,not_contacted,,,
Ameen Classes,7021610412,Akola,Akola,,IIT JEE coaching,"2nd Floor, Momin Mension, above Zahoor Hospital, opp. Society Petrol Pump, Bhawani Peth, Akola, Maharashtra 444006",5.0,28,,https://www.google.com/maps/place/Ameen+Classes/data=!4m7!3m6!1s0x3bd731a431b6db0f:0xf0c5d29617aa569b!8m2!3d20.7164101!4d76.9975511!16s%2Fg%2F11rqx2j3sf!19sChIJD9u2MaQx1zsRm1aqF5bSxfA?authuser=0&hl=en&rclk=1,not_contacted,,,
Aspire The Institute Of Human Development,8275726017,Akola,Akola,,Spoken English classes,"Gorakshan Rd, Sahakar Nagar, Akola, Maharashtra 444004",4.8,254,,"https://www.google.com/maps/place/ASPIRE,+The+Institute+Of+Human+Development/data=!4m7!3m6!1s0x3bd72dfcfd24613b:0x2b77fa67500f6b87!8m2!3d20.6909117!4d77.0196921!16s%2Fg%2F11b6pcgbjh!19sChIJO2Ek_fwt1zsRh2sPUGf6dys?authuser=0&hl=en&rclk=1",not_contacted,,,
Autocrat Coaching Classes,9922960305,Akola,Akola,,1st to 12th classes,"Shreeji Apartment, Shreeji Apartment Ratanlal Plot, behind Vidhyut Bhavan, Soni Colony, Akola, Maharashtra 444001",4.8,210,,https://www.google.com/maps/place/Autocrat+Coaching+Classes/data=!4m7!3m6!1s0x3bd7312b79e138cb:0x8869a3c75fc0a07e!8m2!3d20.712766!4d77.0087428!16s%2Fg%2F11ll0q_1g_!19sChIJyzjheSsx1zsRfqDAX8ejaYg?authuser=0&hl=en&rclk=1,not_contacted,,,
Chemguru Science Academy Coaching Class,9970383914,Akola,Akola,,1st to 12th classes,"Jawahar chowk, opposite Mother dairy, near patanjali shopee, Ranpise Nagar, Akola, Maharashtra 444001",4.9,40,,https://www.google.com/maps/place/Chemguru+Science+Academy+%28Coaching+Class%29/data=!4m7!3m6!1s0x3bd731161e5307f5:0xbcbaf2b46f40bee7!8m2!3d20.7075746!4d77.0171866!16s%2Fg%2F11jn4vjh22!19sChIJ9QdTHhYx1zsR575Ab7Tyurw?authuser=0&hl=en&rclk=1,not_contacted,,,
Chetan Sir's Calculus Academy,9022282656,Akola,Akola,,1st to 12th classes,"near TWC Gym, near Nimantran hotel, Maratha Nagar, Tapadia Nagar, Akola, Maharashtra 444005",5.0,70,,https://www.google.com/maps/place/Chetan+Sir%27s+Calculus+Academy/data=!4m7!3m6!1s0x3bd73150e1d40289:0x81935041d2773079!8m2!3d20.7171997!4d77.0091522!16s%2Fg%2F11v_5gmwvx!19sChIJiQLU4VAx1zsReTB30kFQk4E?authuser=0&hl=en&rclk=1,not_contacted,,,
Chevron The English World The Institute Of Child & Human Development,9922840832,Akola,Akola,,Spoken English classes,"infront of whats up mens wear, Main Road, near Shitla Mata Mandir, Ranpise Nagar, Akola, Maharashtra 444001",5.0,13,,https://www.google.com/maps/place/Chevron+The+English+World+The+Institute+Of+Child+%26+Human+Development/data=!4m7!3m6!1s0x3bd72fcb958baab5:0x63c8bf3444d1cbe5!8m2!3d20.706653!4d77.0142177!16s%2Fg%2F11rtzb2wtx!19sChIJtaqLlcsv1zsR5cvRRDS_yGM?authuser=0&hl=en&rclk=1,not_contacted,,,
Divya Maam's Chemia Coaching Classes,9325515878,Akola,Akola,,1st to 12th classes,"P246 8HC Amankhan Plot, Ranpise Nagar, Akola, Maharashtra 444001",5.0,108,,https://www.google.com/maps/place/DIVYA+MAAM%27S+CHEMIA+COACHING+CLASSES/data=!4m7!3m6!1s0x3bd7311916f8de35:0x9eca3695c6a76717!8m2!3d20.7058415!4d77.0114264!16s%2Fg%2F11q2rrt002!19sChIJNd74Fhkx1zsRF2enxpU2yp4?authuser=0&hl=en&rclk=1,not_contacted,,,
Dynamic Coaching Classes,9765244367,Akola,Akola,,IIT JEE coaching,"Hussaini Park, Nutan Hindi School, Shri Shivaji College Rd, Deshmukh Peth, Bhawani Peth, Akola, Maharashtra 444006",5.0,9,,https://www.google.com/maps/place/Dynamic+Coaching+Classes/data=!4m7!3m6!1s0x3bd7314e739a41dd:0xcf35ee1bc46205c7!8m2!3d20.7192391!4d76.9983106!16s%2Fg%2F11kpxsprjw!19sChIJ3UGac04x1zsRxwVixBvuNc8?authuser=0&hl=en&rclk=1,not_contacted,,,
Elixir Student's World Of Heaven,9922840395,Akola,Akola,,IELTS TOEFL classes,"to, Jatharpeth Rd, near Capello Hair Salon Barajyotirling, Raut Wadi, Chhoti Umari, Akola, Maharashtra 444005",4.3,12,,https://www.google.com/maps/place/ELIXIR+Student%27s+World+Of+Heaven/data=!4m7!3m6!1s0x3bd72fd5d61fb733:0xade9f6ca25df4390!8m2!3d20.7119663!4d77.0162732!16s%2Fg%2F11f60zj2dk!19sChIJM7cf1tUv1zsRkEPfJcr26a0?authuser=0&hl=en&rclk=1,not_contacted,,,
Gravity Classes Akola,9028290098,Akola,Akola,,IIT JEE coaching,"Ram Nagar, Chhoti Umari, Akola, Maharashtra 444005",4.8,242,,https://www.google.com/maps/place/Gravity+Classes+Akola/data=!4m7!3m6!1s0x3bd4c1278d85b555:0x5d5577df85210af4!8m2!3d20.714975!4d77.01624!16s%2Fg%2F11f5bnqrmz!19sChIJVbWFjSfB1DsR9Aohhd93VV0?authuser=0&hl=en&rclk=1,not_contacted,,,
Guitar Studio Varad Tune Your Fingers,9096982332,Akola,Akola,,Music classes,"2nd floor, It square complex, 28B, Gorakshan Rd, Kirti Nagar, Akola, Maharashtra 444004",5.0,109,,https://www.google.com/maps/place/Guitar+studio+varad+tune+your+fingers/data=!4m7!3m6!1s0x3bd72f4a1bee1229:0x272c3a2505aa65e8!8m2!3d20.6965158!4d77.0119121!16s%2Fg%2F11t3g9wtv_!19sChIJKRLuG0ov1zsR6GWqBSU6LCc?authuser=0&hl=en&rclk=1,not_contacted,,,
Gyanam Coaching Classes,7769995263,Akola,Akola,,1st to 12th classes,"Gyanam Coaching Classes, near Lotus Green society, behind Tulshan 3 bunglow, Geeta Nagar, Dahigaon Gawande, Akola, Maharashtra 444002",4.9,23,,https://www.google.com/maps/place/GYANAM+COACHING+CLASSES/data=!4m7!3m6!1s0x3bd73166fb333bad:0xdb557be11232bcdd!8m2!3d20.6896484!4d76.9915265!16s%2Fg%2F11h3nn4n09!19sChIJrTsz-2Yx1zsR3bwyEuF7Vds?authuser=0&hl=en&rclk=1,not_contacted,,,
Hplus Academy,9518799058,Akola,Akola,,IIT JEE coaching,"Toshniwal Layout, Near Prabhat Kids School, Milk Dairy Rd, behind Govt Office, Akola, Maharashtra 444001",5.0,19,,https://www.google.com/maps/place/HPlus+Academy/data=!4m7!3m6!1s0x3bd72f52d7465e0f:0xc72d2b7d5ea6deac!8m2!3d20.7006726!4d77.0144482!16s%2Fg%2F11fjqjv821!19sChIJD15G11Iv1zsRrN6mXn0rLcc?authuser=0&hl=en&rclk=1,not_contacted,,,
Jalamkar Classes,9923914883,Akola,Akola,,1st to 12th classes,"P268 C85 Jalamkar Classes, near Jagruti Vidyalaya, Ranpise Nagar, Akola, Maharashtra 444005",4.4,7,,https://www.google.com/maps/place/Jalamkar+Classes/data=!4m7!3m6!1s0x3bd72f3578cda28b:0xdae51e400a2fff18!8m2!3d20.7110007!4d77.0158714!16s%2Fg%2F11t47d_m6w!19sChIJi6LNeDUv1zsRGP8vCkAe5do?authuser=0&hl=en&rclk=1,not_contacted,,,
Kedia Commerce Classes Kc2,9881331553,Akola,Akola,,1st to 12th classes,"Purva Sankul Complex Opp SA College, RLT College Road, Akola, Maharashtra 444001",4.8,272,,https://www.google.com/maps/place/Kedia+Commerce+Classes+KC2/data=!4m7!3m6!1s0x3bd7314ad195f2db:0x87cf2e788fcc3496!8m2!3d20.7054635!4d77.0063229!16s%2Fg%2F11ghztgp6b!19sChIJ2_KV0Uox1zsRljTMj3guz4c?authuser=0&hl=en&rclk=1,not_contacted,,,
Lalit Tutorial Campus 4,9049433433,Akola,Akola,,1st to 12th classes,"Telephone Exchange, Near BSNL, Krishi Nagar, Toshniwal Layout, Akola, Maharashtra 444001",4.2,315,,https://www.google.com/maps/place/Lalit+tutorial+campus+4/data=!4m7!3m6!1s0x3bd72e047ec2124b:0xec1197167d1aceea!8m2!3d20.7023115!4d77.0163857!16s%2Fg%2F124ypt8_3!19sChIJSxLCfgQu1zsR6s4afRaXEew?authuser=0&hl=en&rclk=1,not_contacted,,,
Niraj Rathi's Career Forum Akola Nrcf,9422164530,Akola,Akola,,1st to 12th classes,"Behind RLT College, Near New Bus Stand, कलेक्टर कॉलोनी, Akola, Maharashtra 444001",4.6,132,,"https://www.google.com/maps/place/Niraj+RATHI%27S+CAREER+FORUM,+AKOLA+%28NRCF%29/data=!4m7!3m6!1s0x3bd731e30e0fbf93:0x45016fa912c142ac!8m2!3d20.7070151!4d77.0064332!16s%2Fg%2F1pyqmrv49!19sChIJk78PDuMx1zsRrELBEqlvAUU?authuser=0&hl=en&rclk=1",not_contacted,,,
Om Khotre Sir's Quanta Classes,8446622585,Akola,Akola,,IIT JEE coaching,"Milk Dairy Rd, Shastri Nagar, Akola, Maharashtra 444001",4.7,58,,https://www.google.com/maps/place/Om+Khotre+Sir%27s+QUANTA+CLASSES/data=!4m7!3m6!1s0x3bd72e031293b4fb:0xaa1aaee0603121e7!8m2!3d20.7032559!4d77.0145865!16s%2Fg%2F11hbpytx7b!19sChIJ-7STEgMu1zsR5yExYOCuGqo?authuser=0&hl=en&rclk=1,not_contacted,,,
Origin Institute,7776969462,Akola,Akola,,IIT JEE coaching,"Z.P. Colony, behind Siddheshwar Ganpati Mandir, Shastri Nagar, Akola, Maharashtra 444001",4.8,40,,https://www.google.com/maps/place/Origin+Institute/data=!4m7!3m6!1s0x3bd72ff1dc4aea19:0x8e314706edd34214!8m2!3d20.7057022!4d77.0154187!16s%2Fg%2F11hdsfwb_5!19sChIJGepK3PEv1zsRFELT7QZHMY4?authuser=0&hl=en&rclk=1,not_contacted,,,
Phadke Academy,9922332119,Akola,Akola,,1st to 12th classes,"Nanasaheb Patil Nagar, Jatharpeth, Akola, Maharashtra 444005",4.6,125,,https://www.google.com/maps/place/Phadke+Academy/data=!4m7!3m6!1s0x3bd72e188974036d:0xb28ca7c786d147ff!8m2!3d20.7163284!4d77.0187986!16s%2Fg%2F11cnb65n5v!19sChIJbQN0iRgu1zsR_0fRhsenjLI?authuser=0&hl=en&rclk=1,not_contacted,,,
Physics Wallah Vidyapeeth Coaching Center Akola IIT JEE NEET & Foundation,8045682665,Akola,Akola,,1st to 12th classes,"3rd Floor, Infront of Pantaloons store, Yamuna Business Park, Murtizapur Rd, Kirti Nagar, Akola, Maharashtra 444001",4.7,363,https://pw.live/offline-centres/batches/vidyapeeth/akola-mh,"https://www.google.com/maps/place/Physics+Wallah+Vidyapeeth+Coaching+Center+Akola+%7C+IIT+JEE,+NEET+%26+Foundation/data=!4m7!3m6!1s0x3bd731cf52717179:0xac39e5b8f17284cd!8m2!3d20.6996094!4d77.0136432!16s%2Fg%2F11w92l71l9!19sChIJeXFxUs8x1zsRzYRy8bjlOaw?authuser=0&hl=en&rclk=1",not_contacted,,,
Rdg Music Academy,9527579920,Akola,Akola,,Music classes,"Murtizapur Rd, inside RDG college Campus, Shastri Nagar, Akola, Maharashtra 444001",4.9,47,,https://www.google.com/maps/place/Rdg+Music+Academy+-+Collab+With+YOLO/data=!4m7!3m6!1s0x3bd72f2a8f554409:0x27d3a2b70e4f436f!8m2!3d20.7013718!4d77.0115909!16s%2Fg%2F11lng3pm_6!19sChIJCURVjyov1zsRb0NPDrei0yc?authuser=0&hl=en&rclk=1,not_contacted,,,
Rise,7373061111,Akola,Akola,,1st to 12th classes,"4th Floor, Yamuna Business Park, Kirti Nagar, Akola, Maharashtra 444001",5.0,52,,https://www.google.com/maps/place/RISE+-+Rathi+Institute+of+Science+Education/data=!4m7!3m6!1s0x3bd72f36cb3a17a7:0x48e791fc7f313eb7!8m2!3d20.6995446!4d77.0135605!16s%2Fg%2F11v5x_c_rp!19sChIJpxc6yzYv1zsRtz4xf_yR50g?authuser=0&hl=en&rclk=1,not_contacted,,,
Sarda's Career Point,9049449933,Akola,Akola,,1st to 12th classes,"second floor, Above king bakery, near LRT commerce college, Akola, Maharashtra 444001",4.4,141,,https://www.google.com/maps/place/Sarda%27s+Career+Point/data=!4m7!3m6!1s0x3bd731e287ffdecb:0xc6a7ad406d0e98da!8m2!3d20.7078637!4d77.0096763!16s%2Fg%2F11dyzlz5lm!19sChIJy97_h-Ix1zsR2pgObUCtp8Y?authuser=0&hl=en&rclk=1,not_contacted,,,
Shastrakar Sir's Utkarsh Education Akola,9370811902,Akola,Akola,,1st to 12th classes,"Telephone Exchange, Near BSNL Krishi Nagar, Toshniwal Layout, Akola, Maharashtra 444001",4.7,27,,https://www.google.com/maps/place/Shastrakar+Sir%27s+Utkarsh+Education+Akola/data=!4m7!3m6!1s0x3bd72f230cf5c23d:0xc53d1dbbe91c1a54!8m2!3d20.701811!4d77.0165106!16s%2Fg%2F11fsb1djry!19sChIJPcL1DCMv1zsRVBoc6bsdPcU?authuser=0&hl=en&rclk=1,not_contacted,,,
Shree Coaching Classes,9822730441,Akola,Akola,,HSC Classes,"Datta Raj plaza, Ring Rd, Keshav Nagar, Akola, Maharashtra 444004",5.0,10,,"https://www.google.com/maps/place/Shree+coaching+classes/@20.6800699,77.021077,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd72d6a381cd23d:0xc0013647f3533143!8m2!3d20.6800699!4d77.021077!16s%2Fg%2F11s7b8jjp2?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Swarnandan Music School For All,9420708784,Akola,Akola,Akola,Music classes,"near, Rani Sati Dham Mandir Rd, opposite of police lawn, New Radhakisan Plots, Akola, Maharashtra 444001",4.9,18,,https://www.google.com/maps/place/Swarnandan+Music+School+for+All/data=!4m7!3m6!1s0x3bd731eff1dce9c7:0x9c08df85882b099e!8m2!3d20.7049164!4d76.9983053!16s%2Fg%2F11f401pk2m!19sChIJx-nc8e8x1zsRngkriIXfCJw?authuser=0&hl=en&rclk=1,not_contacted,,,
The Photon Academy,8263058401,Akola,Akola,,IIT JEE coaching,"Jawahar nagar chowk, opposite to motherdairy, Shastri Nagar, Akola, Maharashtra 444001",5.0,3,,https://www.google.com/maps/place/The+Photon+Academy/data=!4m7!3m6!1s0x3bd72f5424241493:0xe2f821e34a19bfc3!8m2!3d20.7071201!4d77.0166567!16s%2Fg%2F11zkvwvjhx!19sChIJkxQkJFQv1zsRw78ZSuMh-OI?authuser=0&hl=en&rclk=1,not_contacted,,,
Triratna English Classes,7972911480,Akola,Akola,,Spoken English classes,"Raut Wadi, Chhoti Umari, Akola, Maharashtra 444005",4.9,11,,https://www.google.com/maps/place/Triratna+English+Classes/data=!4m7!3m6!1s0x3bd72e194b1ed48b:0x99c46a9d2bad3944!8m2!3d20.7125689!4d77.0162439!16s%2Fg%2F11bztgzy3y!19sChIJi9QeSxku1zsRRDmtK51qxJk?authuser=0&hl=en&rclk=1,not_contacted,,,
Unique Coaching Classes,8007972932,Akola,Akola,,1st to 12th classes,"Khadki, Akola, Maharashtra 444004",5.0,1,,https://www.google.com/maps/place/UNIQUE+COACHING+CLASSES/data=!4m7!3m6!1s0x3bd72d8d90ca0d95:0x1752768afdbf4d3f!8m2!3d20.667018!4d77.0208402!16s%2Fg%2F11y1vjv0kr!19sChIJlQ3KkI0t1zsRP02__Yp2Uhc?authuser=0&hl=en&rclk=1,not_contacted,,,
Utkarsh Academy,7517883862,Akola,Akola,,1st to 12th classes,"M2HF XWQ, Umri Pragane Balapur, Keshav Nagar, Akola, Maharashtra 444004",4.8,13,,https://www.google.com/maps/place/Utkarsh+Academy/data=!4m7!3m6!1s0x3bd72def004021ed:0x7a6c7f174d83f358!8m2!3d20.6799643!4d77.0248732!16s%2Fg%2F11fy4kd8g3!19sChIJ7SFAAO8t1zsRWPODTRd_bHo?authuser=0&hl=en&rclk=1,not_contacted,,,
Vsm And Kgp Sir's Neev Academy Akola,7219542095,Akola,Akola,,IIT JEE coaching,"Vidya Mandir Boys High School, Civil Line Rd, opp. Nehru Park, Shastri Nagar, Akola, Maharashtra 444001",4.6,174,,https://www.google.com/maps/place/VSM+and+KGP+Sir%27s+Neev+Academy+Akola/data=!4m7!3m6!1s0x3bd73146e3a8aaeb:0xc719aeef190a8c74!8m2!3d20.701428!4d77.0096761!16s%2Fg%2F11qrfwkpn6!19sChIJ66qo40Yx1zsRdIwKGe-uGcc?authuser=0&hl=en&rclk=1,not_contacted,,,
Mercy Coaching And English Speaking Classes,9011355996,Akot,Akola,Akot,Spoken English classes,"Mercy Home Acupressure Center, Yatra Chowk, Landy pura, Keshavraj Vetaal, Akot, Maharashtra 444101",5.0,10,,https://www.google.com/maps/place/Mercy+coaching+and+English+speaking+classes/data=!4m7!3m6!1s0x3bd71b5e2cdf899d:0x61664b8a9e0e2ad7!8m2!3d21.094463!4d77.0605804!16s%2Fg%2F11qydkgpdg!19sChIJnYnfLF4b1zsR1yoOnopLZmE?authuser=0&hl=en&rclk=1,not_contacted,,,
New Disha English School,9199005789,Akot,Akola,Akot,Spoken English classes,"near Taha Masjid, Gajanan Nagar, Akot, Maharashtra 444101",4.3,16,,https://www.google.com/maps/place/New+Disha+English+School/data=!4m7!3m6!1s0x3bd71bb2553582e9:0xb1a2506fb1055eb8!8m2!3d21.1038199!4d77.0621128!16s%2Fg%2F11c5_tvmj5!19sChIJ6YI1VbIb1zsRuF4FsW9QorE?authuser=0&hl=en&rclk=1,not_contacted,,,
Shree Commerce Coaching Classes,9970544880,Balapur,Akola,Balapur,1st to 12th classes,"Sant Tukaram Nager, Balapur Road, Rokadiya Nagar, Shegaon, Maharashtra 444203",4.9,69,,https://www.google.com/maps/place/Shree+Commerce+Coaching+Classes/data=!4m7!3m6!1s0x3bd745a1217ff5d5:0xefe00eb98c388540!8m2!3d20.7900963!4d76.6907231!16s%2Fg%2F11gfnhh2h1!19sChIJ1fV_IaFF1zsRQIU4jLkO4O8?authuser=0&hl=en&rclk=1,not_contacted,,,
Aim Coaching Classes Barshitakli,7774806333,Barshitakli,Akola,Barshitakli,IIT JEE coaching,"Barsi Takli, Maharashtra 444401",4.9,7,,https://www.google.com/maps/place/AIM+Coaching+Classes+Barshitakli/data=!4m7!3m6!1s0x3bd0d38777907235:0x12916e6557794a6e!8m2!3d20.5776364!4d77.065055!16s%2Fg%2F11q93tdyh7!19sChIJNXKQd4fT0DsRbkp5V2VukRI?authuser=0&hl=en&rclk=1,not_contacted,,,
Mentor Spoken English Class,9372345462,Achalpur,Amravati,Achalpur,Spoken English,"MENTOR, Beside Gurukul Classes, Shivaji Commercial Centre, Ravi Nagar, Amravati, Maharashtra 444605",5.0,405,,"https://www.google.com/maps/place/MENTOR+SPOKEN+ENGLISH+CLASS/@20.9157223,77.7496181,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6a4b72aba751d:0x3b5fea7e50c7e177!8m2!3d20.9157223!4d77.7496181!16s%2Fg%2F11cs9mcg10?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Stellar Academy,9067335881,Achalpur,Amravati,Achalpur,IELTS TOEFL Classes,"65, MH MSH 6, Vidarbha Housing Board Colony, Harde Nagar, Achalpur, Maharashtra 444805",4.9,105,,"https://www.google.com/maps/place/Stellar+Academy/@21.2863782,77.5182289,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6f3acb67746e9:0x1720bf62214f5a13!8m2!3d21.2863782!4d77.5182289!16s%2Fg%2F11n8x8l9ym?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Swar Sadhana Music Hub Partwada,7350378080,Achalpur,Amravati,Achalpur,Music Classes,"1st floor, abhinav clinic, Swar sadhana Music Hub, Jaistambh - Pensionpura Rd, Paratwada, Maharashtra 444805",4.8,26,,"https://www.google.com/maps/place/Swar+sadhana+Music+Hub,Partwada/data=!4m7!3m6!1s0x3bd6f5e9ca7580cd:0x95bf8deb9eeeb51c!8m2!3d21.2936468!4d77.5145898!16s%2Fg%2F11vtbbnc87!19sChIJzYB1yun11jsRHLXunuuNv5U?authuser=0&hl=en&rclk=1",not_contacted,,,
The English Academy Paratwada. Dist.amravati,7218070975,Achalpur,Amravati,Achalpur,Spoken English,"Mr. Nilesh Wankhade, The Scholar's Point Education Hub, Brave Complex, near Police Station, Paratwada, Bhoipura, Achalpur, Maharashtra 444805",4.6,5,,"https://www.google.com/maps/place/The+English+Academy+,+Paratwada.+Dist.Amravati/@21.3025917,77.5193981,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6f3860afb8c99:0xfabebea38f8d1943!8m2!3d21.3025917!4d77.5193981!16s%2Fg%2F11j4mk0vvh?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Toiles Brillantes French & English Classes,9156136651,Achalpur,Amravati,Achalpur,IELTS TOEFL Classes,"banosa, Gandhinagar, Daryapur Banosa, Maharashtra 444803",4.9,8,,"https://www.google.com/maps/place/%C3%A9toiles+brillantes+(French+%26+English+classes)/@20.9252378,77.3202532,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd6dd000dbfbdd1:0x91d9e799d9b2be9f!8m2!3d20.9252378!4d77.3202532!16s%2Fg%2F11y3zx4wmr?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI2MDUyNy4wIKXMDSoASAFQAw%3D%3D",not_contacted,,,
Agrawal's Professional Academy Apa,9860792522,Amravati,Amravati,,1st to 12th classes,"Agrawal's Professional Academy (APA, near Manibai Gujrati School, Amba Peth, Amravati, Maharashtra 444601",5.0,80,,https://www.google.com/maps/place/AGRAWAL%27S+PROFESSIONAL+ACADEMY+%28APA%29/data=!4m7!3m6!1s0x3bd6a5c0b01ca1a1:0xaef18533de78822d!8m2!3d20.9260264!4d77.7561281!16s%2Fg%2F11t3vmcybn!19sChIJoaEcsMCl1jsRLYJ43jOF8a4?authuser=0&hl=en&rclk=1,not_contacted,,,
Aniket Thakare Chemistry Classes,9890911383,Amravati,Amravati,,1st to 12th classes,"Rajapeth - Irwin Square Flyover, beside Rohit Vadewale, near Samarth High School, Deorankar Nagar, Sharda Vihar, Amravati, Maharashtra 444605",5.0,270,,https://www.google.com/maps/place/Aniket+Thakare+Chemistry+Classes+-+Best+JEE+Coaching+Classes+In+Amravati+%7C+Best+NEET+Coaching+Classes+In+Amravati+%7C+MHT-CET/data=!4m7!3m6!1s0x3bd6a56b2da87eb3:0x5a99dc042310bda8!8m2!3d20.9169834!4d77.7516255!16s%2Fg%2F11sswp5_gv!19sChIJs36oLWul1jsRqL0QIwTcmVo?authuser=0&hl=en&rclk=1,not_contacted,,,
Awacademy,8983315203,Amravati,Amravati,,1st to 12th classes,"AWAcademy, Rathi Nagar, Amravati, Maharashtra 444603",4.7,572,,https://www.google.com/maps/place/AWAcademy/data=!4m7!3m6!1s0x3bd6a342c373a49f:0x771934ee70000000!8m2!3d20.9496639!4d77.7669794!16s%2Fg%2F11rdx1p4mv!19sChIJn6Rzw0Kj1jsRAAAAcO40GXc?authuser=0&hl=en&rclk=1,not_contacted,,,
Bhuyar Sir Educare,9420123994,Amravati,Amravati,,1st to 12th classes,"Plot no. 12B, Priya Park, near Khana Khazana, Navsaari, Amravati, Maharashtra 444604",4.9,134,,https://www.google.com/maps/place/Bhuyar+Sir+Educare/data=!4m7!3m6!1s0x3bd6bdc620bc1e93:0x80e0281b0b4f434f!8m2!3d20.9742868!4d77.7399714!16s%2Fg%2F11n8sww8wg!19sChIJkx68IMa91jsRT0NPCxso4IA?authuser=0&hl=en&rclk=1,not_contacted,,,
Chanakya Academy Ajinkya Waghmare Sir,9503333839,Amravati,Amravati,,1st to 12th classes,"Lane No. 1, near Sunrise school, opposite Dog Clinic, Rathi Nagar, Gadge Nagar, Amravati, Maharashtra 444603",4.6,120,,https://www.google.com/maps/place/CHANAKYA+ACADEMY-Ajinkya+Waghmare+Sir/data=!4m7!3m6!1s0x3bd6a34ce4e68769:0xe28e0fc3350a7ded!8m2!3d20.9512892!4d77.7671668!16s%2Fg%2F11grbv7x95!19sChIJaYfm5Eyj1jsR7X0KNcMPjuI?authuser=0&hl=en&rclk=1,not_contacted,,,
