business_name,mobile_number,coaching_type,rating,reviews,website,short_address,district,taluka,city,maps_link
Pande Sir's Math Corner,7020395364,"Tuition, Mathematics",4.7,3,,"Shastri Nagar, Akola",Akola,,,https://www.google.com/maps/place/Pande sir's MATH CORNER/data=!4m7!3m6!1s0x3bd72fc05c0a4447:0xd7252f26ed2c5f94!8m2!3d20.7045364!4d77.0148998!16s/g/11swmvcpd5!19sChIJR0QKXMAv1zsRlF8s7SYvJdc
Param Style Academy L Police Bharati Combine B C All Competitive Exams,,"Police Bharti, Tuition",4.7,90,,"Gadge Nagar, Amravati",Akola,Akot,,https://www.google.com/maps/place/Param Style Academy l POLICE BHARATI Combine B C All Competitive exams/data=!4m7!3m6!1s0x3bd6a3bd035a86f1:0x5d9c7baab7cfc512!8m2!3d20.945578!4d77.7667125!16s/g/11m68gkmdm!19sChIJ8YZaA72j1jsREsXPt6p7nF0
Shastrakar Sir's Utkarsh Education Akola,9370811902,Tuition,4.7,27,,"Toshniwal Layout, Akola",Akola,,,https://www.google.com/maps/place/Shastrakar Sir's Utkarsh Education Akola/data=!4m7!3m6!1s0x3bd72f230cf5c23d:0xc53d1dbbe91c1a54!8m2!3d20.701811!4d77.0165106!16s/g/11fsb1djry!19sChIJPcL1DCMv1zsRVBoc6bsdPcU
Surbhi Computer Center Akot,9822457299,"Computer Classes, Tuition",4.7,10,,"Bhavani, Akot",Akola,Akot,,"https://www.google.com/maps/place/Surbhi Computer Center, Akot/data=!4m7!3m6!1s0x3bd71b62fd061af3:0x6c7e959726f38bc9!8m2!3d21.099585!4d77.0578902!16s/g/11h9p6t6d7!19sChIJ8xoG_WIb1zsRyYvzJpeVfmw"
Ali Sir's Bond Career Institute,9827422145,NEET,4.6,43,,"Ranpise Nagar, Akola",Akola,,,https://www.google.com/maps/place/Ali Sir's BOND CAREER INSTITUTE/data=!4m7!3m6!1s0x3bd72ff45b5c0a3d:0xe5e6e71387434983!8m2!3d20.7094248!4d77.0171285!16s/g/11gr31s0cb!19sChIJPQpcW_Qv1zsRg0lDhxPn5uU
Mujahid M Khan Sir's Ideal Coaching Classes Akola,,"IIT JEE, Tuition",4.6,20,,,Akola,,,https://www.google.com/maps/place/Mujahid M Khan Sir's IDEAL COACHING CLASSES AKOLA/data=!4m7!3m6!1s0x3bd72f33a1799605:0xf6d4b5d75962c223!8m2!3d20.7058398!4d77.0113063!16s/g/11fsrh057f!19sChIJBZZ5oTMv1zsRI8JiWde11PY
Niraj Rathi's Career Forum Akola Nrcf,9422164530,Tuition,4.6,132,,Akola,Akola,,,"https://www.google.com/maps/place/Niraj RATHI'S CAREER FORUM, AKOLA (NRCF)/data=!4m7!3m6!1s0x3bd731e30e0fbf93:0x45016fa912c142ac!8m2!3d20.7070151!4d77.0064332!16s/g/1pyqmrv49!19sChIJk78PDuMx1zsRrELBEqlvAUU"
Oneness Commerce Classes,,"Commerce Classes, Tuition",4.6,16,,"Sindhi Colony, Akola",Akola,,,https://www.google.com/maps/place/Oneness Commerce Classes/data=!4m7!3m6!1s0x3bd731555b4fbd61:0x6912d7fb89d0290d!8m2!3d20.6955329!4d77.0049289!16s/g/11ssk9c6ny!19sChIJYb1PW1Ux1zsRDSnQifvXEmk
Phadke Academy,9922332119,Tuition,4.6,125,,"Jatharpeth, Akola",Akola,,,https://www.google.com/maps/place/Phadke Academy/data=!4m7!3m6!1s0x3bd72e188974036d:0xb28ca7c786d147ff!8m2!3d20.7163284!4d77.0187986!16s/g/11cnb65n5v!19sChIJbQN0iRgu1zsR_0fRhsenjLI
Vsm And Kgp Sir's Neev Academy Akola,7219542095,IIT JEE,4.6,174,,"Shastri Nagar, Akola",Akola,,,https://www.google.com/maps/place/VSM and KGP Sir's Neev Academy Akola/data=!4m7!3m6!1s0x3bd73146e3a8aaeb:0xc719aeef190a8c74!8m2!3d20.701428!4d77.0096761!16s/g/11qrfwkpn6!19sChIJ66qo40Yx1zsRdIwKGe-uGcc
4d,9156193402,Tuition,4.5,124,,"Jatharpeth, Akola",Akola,,,https://www.google.com/maps/place/4D - Gurukul/data=!4m7!3m6!1s0x3bd72e0400000001:0x448d972b0058c9f0!8m2!3d20.718837!4d77.0151753!16s/g/11t1k0ln05!19sChIJAQAAAAQu1zsR8MlYACuXjUQ
Ajay Kute Academy,9823651265,Tuition,4.5,305,,"Shastri Nagar, Akola",Akola,,,https://www.google.com/maps/place/Ajay Kute Academy/data=!4m7!3m6!1s0x3bd72f0e5737f7a5:0x79b9aa90d28ad2e9!8m2!3d20.7043398!4d77.011985!16s/g/11g0sqszyj!19sChIJpfc3Vw4v1zsR6dKK0pCquXk
Late Diwaliben Sedani English Medium School Akot,9822551209,English Academy,4.5,24,,"4394 R62, Akot",Akola,Akot,,https://www.google.com/maps/place/Late Diwaliben Sedani English Medium School Akot/data=!4m7!3m6!1s0x3bd71affc279c275:0xcb049137660df8cb!8m2!3d21.1195157!4d77.0555118!16s/g/11c206xhyg!19sChIJdcJ5wv8a1zsRy_gNZjeRBMs
Lokseva Career Academy Akola,9096430999,MPSC,4.5,2,,,Akola,,,https://www.google.com/maps/place/Lokseva career Academy Akola/data=!4m7!3m6!1s0x3bd73164b7040a7d:0x90716532e0260b9b!8m2!3d20.707883!4d77.0099955!16s/g/11rylmljl5!19sChIJfQoEt2Qx1zsRmwsm4DJlcZA
Noble Tuition Class Abdul Sami Sir,8796680605,Tuition,4.5,10,,"Jafrabad, Akola",Akola,Akot,,https://www.google.com/maps/place/Noble Tuition Class Abdul Sami Sir/data=!4m7!3m6!1s0x3bd7315a8f77a61d:0x8b417166c48d49b7!8m2!3d20.7250132!4d77.0004317!16s/g/11gtzpb5rb!19sChIJHaZ3j1ox1zsRt0mNxGZxQYs
Achievers Comp Tech Computer Training Center Akot,9356338081,"Computer Classes, Tuition",4.4,38,,"Akot Mothe Bargan, Akot",Akola,Akot,,https://www.google.com/maps/place/Achievers Comp-Tech Computer Training Center Akot/data=!4m7!3m6!1s0x3bd71bbabc4e0ae5:0x5b927597d49f5ca3!8m2!3d21.0972514!4d77.0634601!16s/g/11nxc2znxc!19sChIJ5QpOvLob1zsRo1yf1Jd1kls
Ambika Hotel & Cold Drinks,,"Police Bharti, Tuition",4.4,11,,Balapur,Akola,Balapur,,https://www.google.com/maps/place/Ambika Hotel & Cold drinks/data=!4m7!3m6!1s0x3bd74bd1f87a279d:0x1bf5a475a4521d5c!8m2!3d20.6644304!4d76.7728238!16s/g/1tq6hjm6!19sChIJnSd6-NFL1zsRXB1SpHWk9Rs
Aski Computer Education Akot,9370317217,"Computer Classes, Tuition",4.4,13,,"Jaistambha Chouk, Akot",Akola,Akot,,https://www.google.com/maps/place/Aski Computer Education Akot/data=!4m7!3m6!1s0x3bd71bb4d1144b95:0x9959e187bd4be8b8!8m2!3d21.0980359!4d77.0573315!16s/g/11c1tt1413!19sChIJlUsU0bQb1zsRuOhLvYfhWZk
Captain Subhash Nirmale Career Academy Kanshivni Akola,9623987666,Army,4.4,85,,Kanshiwani,Akola,,,"https://www.google.com/maps/place/Captain Subhash Nirmale Career Academy Kanshivni,Akola/data=!4m7!3m6!1s0x3bd72b242e2dacf5:0xb97bb988834fd891!8m2!3d20.6218818!4d77.193536!16s/g/11hdltr34q!19sChIJ9awtLiQr1zsRkdhPg4i5e7k"
Jalamkar Classes,9923914883,Tuition,4.4,7,,"Ranpise Nagar, Akola",Akola,,,https://www.google.com/maps/place/Jalamkar Classes/data=!4m7!3m6!1s0x3bd72f3578cda28b:0xdae51e400a2fff18!8m2!3d20.7110007!4d77.0158714!16s/g/11t47d_m6w!19sChIJi6LNeDUv1zsRGP8vCkAe5do
Sarda's Career Point,9049449933,Tuition,4.4,141,,,Akola,,,https://www.google.com/maps/place/Sarda's Career Point/data=!4m7!3m6!1s0x3bd731e287ffdecb:0xc6a7ad406d0e98da!8m2!3d20.7078637!4d77.0096763!16s/g/11dyzlz5lm!19sChIJy97_h-Ix1zsR2pgObUCtp8Y
Asbah English School,9881693984,English Academy,4.3,11,,"Gajanan Nagar, Akot",Akola,Akot,,https://www.google.com/maps/place/Asbah English School/data=!4m7!3m6!1s0x3bd71badecc78e27:0xf238ef2fe63fc661!8m2!3d21.107746!4d77.0608232!16s/g/11d_ypls99!19sChIJJ47H7K0b1zsRYcY_5i_vOPI
Kushal Sir's Biologics Science Academy,,Science,4.3,11,,"Kaulkhed, Akola",Akola,,,https://www.google.com/maps/place/Kushal Sir's BIOLOGICS SCIENCE ACADEMY/data=!4m7!3m6!1s0x3bd72db964e3117f:0x239a20adbd304a7!8m2!3d20.6761861!4d77.019645!16s/g/11ny3d4dyk!19sChIJfxHjZLkt1zsRpwTT2wqiOQI
New Disha English School,9199005789,"Spoken English, Tuition, English Academy",4.3,16,,"Gajanan Nagar, Akot",Akola,Akot,,https://www.google.com/maps/place/New Disha English School/data=!4m7!3m6!1s0x3bd71bb2553582e9:0xb1a2506fb1055eb8!8m2!3d21.1038199!4d77.0621128!16s/g/11c5_tvmj5!19sChIJ6YI1VbIb1zsRuF4FsW9QorE
Prof. Santosh Kute Examination Center,,NEET,4.3,56,,"Gorakshan Rd, Akola",Akola,Balapur,,https://www.google.com/maps/place/Prof. Santosh Kute Examination Center/data=!4m7!3m6!1s0x3bd72d9ff55dbb4b:0xbf764cc704ddef0f!8m2!3d20.6846247!4d77.0264665!16s/g/11q8sw1pmp!19sChIJS7td9Z8t1zsRD-_dBMdMdr8
Science Club Akola,7242454937,Science,4.3,28,,"Chhoti Umari, Akola",Akola,,,https://www.google.com/maps/place/Science Club Akola/data=!4m7!3m6!1s0x3bd72e1a3157ee3b:0x838c7bdc55950913!8m2!3d20.710439!4d77.0194186!16s/g/11bbxgd8v9!19sChIJO-5XMRou1zsREwmVVdx7jIM
Shri Shivaji College Of Arts Commerce And Science,7249085596,"Commerce Classes, CA",4.3,536,,"Deshmukh Peth, Akola",Akola,Akot,,"https://www.google.com/maps/place/SHRI SHIVAJI COLLEGE OF ARTS, COMMERCE AND SCIENCE,/data=!4m7!3m6!1s0x3bd73123b9aa31ff:0xa3aa48085f476f04!8m2!3d20.720599!4d77.0005081!16s/g/11h2722c64!19sChIJ_zGquSMx1zsRBG9HXwhIqqM"
Yuvatarang Junior College And Yuvatarang Defence Academy,7660904411,"Defence, Army",4.3,203,,"Hyderabad, Telangana",Akola,Balapur,,https://www.google.com/maps/place/YUVATARANG JUNIOR COLLEGE AND YUVATARANG DEFENCE ACADEMY/data=!4m7!3m6!1s0x3bcba2eccff63a4d:0x353bad3712611d4f!8m2!3d17.2874043!4d78.4921945!16s/g/11cn9z06kh!19sChIJTTr2z-yiyzsRTx1hEjetOzU
Huda English School,9552818681,Tuition,4.2,16,,"Kasaar Khera, Balapur",Akola,Balapur,,https://www.google.com/maps/place/Huda English School/data=!4m7!3m6!1s0x3bd74a2aa930ff7f:0x745c28459f6b3dc1!8m2!3d20.675331!4d76.7803017!16s/g/11c2ncbjp4!19sChIJf_8wqSpK1zsRwT1rn0UoXHQ
Lalit Tutorial Campus 4,9049433433,Tuition,4.2,315,,"Toshniwal Layout, Akola",Akola,,,https://www.google.com/maps/place/Lalit tutorial campus 4/data=!4m7!3m6!1s0x3bd72e047ec2124b:0xec1197167d1aceea!8m2!3d20.7023115!4d77.0163857!16s/g/124ypt8_3!19sChIJSxLCfgQu1zsR6s4afRaXEew
Maharashtra Academy,9371555525,UPSC,4.2,21,,"Shakambari Square So2, Durga Chowk",Akola,,,https://www.google.com/maps/place/Maharashtra Academy/data=!4m7!3m6!1s0x3bd7317a37dc0243:0x4a2a87c5ca2277d1!8m2!3d20.7144773!4d77.0090008!16s/g/11s2jdqrn0!19sChIJQwLcN3ox1zsR0XciysWHKko
Rathi Coaching Classes Akot,,Tuition,4.2,11,,"Gokul Colony, Akot",Akola,Akot,,"https://www.google.com/maps/place/Rathi Coaching Classes, Akot/data=!4m7!3m6!1s0x3bd71a3413c2e749:0x75bbe002866efa29!8m2!3d21.0894214!4d77.05182!16s/g/11gfngq9f5!19sChIJSefCEzQa1zsRKfpuhgLgu3U"
Kids Planet School Akot,,Kids Learning,4.1,7,,"327w Wjf, Akot",Akola,Akot,,https://www.google.com/maps/place/Kids Planet School Akot/data=!4m7!3m6!1s0x3bd7198674f691b7:0x6fa44329f794d5de!8m2!3d21.0648039!4d77.0465322!16s/g/11dx925pvj!19sChIJt5H2dIYZ1zsR3tWU9ylDpG8
Sharp Line Coaching Classes,,Tuition,4.1,9,,"Shivsena Nagar, Akola",Akola,Barshitakli,,https://www.google.com/maps/place/Sharp Line coaching classes/data=!4m7!3m6!1s0x3bd7311f9e7c2b31:0xf8dff3fe8d14be91!8m2!3d20.6958247!4d76.9859636!16s/g/11k9p4fcqv!19sChIJMSt8nh8x1zsRkb4Ujf7z3_g
English Grammar Academy,9766001517,Tuition,4.0,2,,"Ranpise Nagar, Akola",Akola,,,https://www.google.com/maps/place/English Grammar Academy/data=!4m7!3m6!1s0x3bd72fd99ab779c9:0xc0dd643724f1cfca!8m2!3d20.7106482!4d77.016151!16s/g/11v60pjrc4!19sChIJyXm3mtkv1zsRys_xJDdk3cA
Physics By Dandale Classes,,"NDA, Tuition, Science",3.9,38,,"Umiya Asara Colony, Akot",Akola,Akot,,https://www.google.com/maps/place/PHYSICS by Dandale Classes/data=!4m7!3m6!1s0x3bd71b53d8dee747:0xd30cc0f9d96d7a20!8m2!3d21.0911763!4d77.0557325!16s/g/11j496wm6s!19sChIJR-fe2FMb1zsRIHpt2fnADNM
Zaufisha'n Coaching Classes,,"NEET, Tuition",3.9,7,,"Gajanan Nagar, Akot",Akola,Akot,,https://www.google.com/maps/place/Zaufisha'n Coaching classes/data=!4m7!3m6!1s0x3bd71b792512e053:0x7c0bc0063c96f5b2!8m2!3d21.102995!4d77.0582481!16s/g/11mxdqhdhx!19sChIJU-ASJXkb1zsRsvWWPAbAC3w
Santosh Kute Coaching Classes,9850398087,"CA, Tuition",3.8,91,,"Ranpise Nagar, Akola",Akola,Akot,,https://www.google.com/maps/place/Santosh Kute Coaching Classes/data=!4m7!3m6!1s0x3bd72e1d20a858e7:0x5d79ff3aad364fd7!8m2!3d20.710927!4d77.0144963!16s/g/12m93cb05!19sChIJ51ioIB0u1zsR1082rTr_eV0
Ahir Typing & Computer Center,9767611760,"Computer Classes, CS",3.5,2,,"Gujratipurah, Balapur",Akola,Balapur,,https://www.google.com/maps/place/Ahir Typing & Computer Center/data=!4m7!3m6!1s0x3bd74bcee7a1620b:0x275394a64f39933a!8m2!3d20.6598579!4d76.7716038!16s/g/12m97vvk8!19sChIJC2Kh585L1zsROpM5T6aUUyc
Akola Zidd Academy,8999984819,"Police Bharti, Tuition",3.5,4,,"Front Of Sundarbai, Akola",Akola,,,https://www.google.com/maps/place/Akola Zidd Academy/data=!4m7!3m6!1s0x3bd7319f4bf2248b:0x328d8279ccb03e78!8m2!3d20.7111637!4d77.0035045!16s/g/11l2cmsf_c!19sChIJiyTyS58x1zsReD6wzHmCjTI
Institute Of Vocational And Technical Education Akola,8698510392,Tuition,3.0,1,,"Bhandaraj Bk, Akola",Akola,,,"https://www.google.com/maps/place/Institute of Vocational and Technical Education, Akola/data=!4m7!3m6!1s0x3bd731d0175dff7b:0x47ff461d6ce07940!8m2!3d20.7007416!4d77.0078561!16s/g/11q95f_tb0!19sChIJe_9dF9Ax1zsRQHngbB1G_0c"
Purohit Coaching Classes,,"Railway, Tuition",3.0,2,,"1, Akot",Akola,Akot,,https://www.google.com/maps/place/Purohit coaching classes/data=!4m7!3m6!1s0x3bd71b378d313c0f:0x41a30e90c2981e72!8m2!3d21.0895482!4d77.0528264!16s/g/11j2vfjdw0!19sChIJDzwxjTcb1zsRch6YwpAOo0E
&,9975858348,"Mathematics, Vedic Maths",,,,"Tayade Colony, Sutala Kh.",Akola,Balapur,,"https://www.google.com/maps/place/𝔸𝕒𝕣𝕧𝕚 𝕔𝕠𝕒𝕔𝕙𝕚𝕟𝕘 𝕒𝕓𝕒𝕔𝕦𝕤& 𝕧𝕖𝕕𝕚𝕔 𝕞𝕒𝕥𝕙𝕤 𝕔𝕝𝕒𝕤𝕤𝕖𝕤, 𝕥𝕒𝕪𝕕𝕖 𝕔𝕠𝕝𝕠𝕟𝕖𝕪/data=!4m7!3m6!1s0x3bd75133ef58da6f:0xce350af43327bac6!8m2!3d20.7249513!4d76.5704967!16s/g/11yrp2gc9r!19sChIJb9pY7zNR1zsRxronM_QKNc4"
Afzalsirs Bioscienceacademy,,Science,,,,"Kagzi Pura Baldar Hafiz, Balapur",Akola,Balapur,,https://www.google.com/maps/place/AfzalSirs BioscienceAcademy/data=!4m7!3m6!1s0x3bd74b2aff110123:0x9af0c18c178b8c5b!8m2!3d20.6625255!4d76.7716121!16s/g/11tdckf8wb!19sChIJIwER_ypL1zsRW4yLF4zB8Jo
Babasaheb Dhabekar School And Junior College,,SSC,,,,"Mh Sh 197, Barsi Takli",Akola,Barshitakli,,https://www.google.com/maps/place/Babasaheb Dhabekar School and Junior College/data=!4m7!3m6!1s0x3bd0d318fac35e7d:0x5988668a28a0a0a1!8m2!3d20.5781834!4d77.0644301!16s/g/1hc82phg_!19sChIJfV7D-hjT0DsRoaCgKIpmiFk
Balapur,,"Police Bharti, Tuition",,,,,Akola,Balapur,,https://www.google.com/maps/place/Balapur/data=!4m7!3m6!1s0x3bd74bcf064eacb5:0xf5968b2ff0024811!8m2!3d20.6684362!4d76.7625073!16zL20vMGYwOTdu!19sChIJtaxOBs9L1zsREUgC8C-LlvU
Bioscience Academy,8087209675,Science,,,,"Akot Road, Akola",Akola,Akot,,https://www.google.com/maps/place/BIOSCIENCE ACADEMY/data=!4m7!3m6!1s0x3bd731fe8187a71d:0xbcadbc519cda227!8m2!3d20.7441391!4d77.0025531!16s/g/11y8clvgqj!19sChIJHaeHgf4x1zsRJ6LNGcXbygs
Danish Academy Balapur,8421038329,English Academy,,,,"Mominpurah, Balapur",Akola,Balapur,,https://www.google.com/maps/place/DANISH ACADEMY BALAPUR/data=!4m7!3m6!1s0x3bd74b26f7f00a8d:0x714555f1b928afce!8m2!3d20.6614578!4d76.7699561!16s/g/11q9tf825r!19sChIJjQrw9yZL1zsRzq8oufFVRXE
Dnyanesh Commerce Classes,,"Commerce Classes, Tuition",,,,"Jijamata Chauk, Akot",Akola,Akot,,https://www.google.com/maps/place/Dnyanesh Commerce Classes/data=!4m7!3m6!1s0x3bd71a4907858253:0x8a08d1b31a068702!8m2!3d21.0969207!4d77.0483907!16s/g/11hbfgxs3v!19sChIJU4KFB0ka1zsRAocGGrPRCIo
Hiwrale Coaching Classes,9404103123,"CA, Tuition",,,,"Naka, Balapur",Akola,Balapur,,https://www.google.com/maps/place/Hiwrale Coaching Classes/data=!4m7!3m6!1s0x3bd74b28780f49ed:0x40acdca4f2362f8e!8m2!3d20.6674322!4d76.785063!16s/g/11t1d0x5tz!19sChIJ7UkPeChL1zsRji828qTcrEA
Kids Abacus Zone,,"Tuition, Abacus",,,,"Gandhigram, Akola",Akola,Akot,,https://www.google.com/maps/place/Kids abacus zone/data=!4m7!3m6!1s0x3bd73b82e5340dcb:0x2565b095f8ceadd5!8m2!3d20.861666!4d76.9912956!16s/g/11yms9cly9!19sChIJyw005YI71zsR1a3O-JWwZSU
New Vision English School Gaurakshan Chaubepura Balapur.,,Tuition,,,,"Mq5c Rw4, Balapur",Akola,Balapur,,"https://www.google.com/maps/place/New Vision English School, Gaurakshan,Chaubepura, Balapur./data=!4m7!3m6!1s0x3bd74bd1f9874de3:0x75cad03d06c83c67!8m2!3d20.6595104!4d76.7723215!16s/g/11h110xjwz!19sChIJ402H-dFL1zsRZzzIBj3QynU"
Police Academy,,"Police Bharti, Tuition",,,,"Bhandaraj Bk, Akola",Akola,,,https://www.google.com/maps/place/Police Academy/data=!4m7!3m6!1s0x3bd731f0c840482b:0x588f7c5aab83c326!8m2!3d20.6987985!4d76.9973219!16s/g/11cn6rg_hs!19sChIJK0hAyPAx1zsRJsODq1p8j1g
Police Training Center,,"Police Bharti, Tuition",,,,"Wakapur, Akola",Akola,,,https://www.google.com/maps/place/Police Training Center/data=!4m7!3m6!1s0x3bd731b97c1b6b79:0xaed9b9da2e62e14c!8m2!3d20.7219621!4d76.9835578!16s/g/1vy7f0yy!19sChIJeWsbfLkx1zsRTOFiLtq52a4
Shree Coaching Classes,,Tuition,,,,"Umiya Asara Colony, Akot",Akola,Akot,,https://www.google.com/maps/place/Shree coaching Classes/data=!4m7!3m6!1s0x3bd71b60b472a31f:0x1123a736b746939c!8m2!3d21.091757!4d77.0536038!16s/g/11j0q3m4hr!19sChIJH6NytGAb1zsRnJNGtzanIxE
Shree Swami Samarth Abacus & Vedic Maths,9325506261,"Mathematics, Abacus, Vedic Maths",,,,"Malkapur, Akola",Akola,,,https://www.google.com/maps/place/Shree Swami Samarth ABACUS & VEDIC MATHS/data=!4m7!3m6!1s0x3bd72d82fd721ef5:0xedfedee350a6dbbf!8m2!3d20.6790446!4d77.0286049!16s/g/11yry88hrw!19sChIJ9R5y_YIt1zsRv9umUOPe_u0
Shreediksha English School,,English Academy,,,,"Midc Balapur, Bhikundkhed",Akola,Balapur,,https://www.google.com/maps/place/Shreediksha english school/data=!4m7!3m6!1s0x3bd7490035f8f6d5:0x97ebecb4ca4c3e9!8m2!3d20.681821!4d76.7929107!16s/g/11lct9f9f_!19sChIJ1fb4NQBJ1zsR6cOkTMu-fgk
Shri Swami Vivekanand English School,,"Spoken English, Tuition, English Academy",,,,"Appaswami Colony, Akot",Akola,Akot,,https://www.google.com/maps/place/Shri Swami Vivekanand English School/data=!4m7!3m6!1s0x3bd71a35e5e2dee9:0x5128f020721790ed!8m2!3d21.0933665!4d77.0514232!16s/g/12hslbjht!19sChIJ6d7i5TUa1zsR7ZAXciDwKFE
Swami Academy Of Vedic & Abacus,8793812979,"Mathematics, Abacus, Vedic Maths",,,,"New Radhakisan Plots, Akola",Akola,Akola,,https://www.google.com/maps/place/Swami Academy of vedic & abacus/data=!4m7!3m6!1s0x3bd7313a1c0d1b9b:0x4599e14e46ff9b87!8m2!3d20.7055749!4d77.0012299!16s/g/11vwhsm_82!19sChIJmxsNHDox1zsRh5v_Rk7hmUU
Tayade Sir Home,,Tuition,,,,"Prch 5fg, Paras",Akola,Balapur,,https://www.google.com/maps/place/Tayade sir home/data=!4m7!3m6!1s0x3bd7370056c289f9:0x4488a6d3a70b7d61!8m2!3d20.7204497!4d76.8287117!16s/g/11vy37bwnb!19sChIJ-YnCVgA31zsRYX0Lp9OmiEQ
